X,Y,KKOD,TEXT,TEXTTYP
1917442.58765077,8381246.446909,2,Hemmingsbo,O
1914699.39731854,8381772.05774424,1,Petersburg,O
1915971.19025735,8382323.2251418,1,Granås,O
1917669.90150685,8382550.14248095,1,Sättersbo,O
1914341.63571873,8383000.48279687,52,Arvsjön,O
1915597.52079573,8383758.00342865,1,Kanikbo,O
1916961.84879279,8383540.24630931,1,Fredriksdal,O
1917100.9849173,8384000.29387441,1,Bottersbo,O
1920512.20922497,8385146.29573957,1,Ljusmossen,O
1915339.99386577,8385221.48911775,1,Hedbolund,O
1915174.48418603,8385566.08057519,1,Persbo,O
1916775.58227222,8385380.5451812,1,Norrbo,O
1915595.01920143,8386007.05579738,1,Blomsterbo,O
1916938.54821193,8386229.84687833,1,Bryggarbo,O
1918535.41313267,8386536.13875418,1,Fiskmansbo,O
1914438.27391484,8387342.51842189,52,Vallmossen,O
1919660.14145843,8388121.17746955,182,Grissjön,O
1913836.14974822,8388567.18609336,1,Börjedal,O
1918462.54391364,8388846.93940737,52,Anderslunda,O
1914128.66812589,8389319.02235666,182,Börjedalssjön,O
1909310.47589883,8378107.06415587,2,Risbergsbo,O
1910607.07349927,8378791.76102552,184,Bredsjön,O
1912193.4412907,8378779.83560289,16,Bredsjö,O
1907930.46755912,8379010.44370553,1,Hanelund,O
1906396.16931745,8379691.18110139,75,Lunda,O
1909467.94755681,8379509.99616994,1,Dalkarlsbo,O
1907215.19564639,8379855.06541725,52,Stormossen,O
1910708.1697542,8380859.09899775,3,Lindsta,O
1906824.485304,8381216.5657031,2,Gustavsbo,O
1907034.06495691,8382275.00416737,1,Uggelbo,O
1912456.5104111,8382024.06449889,2,Berg,O
1909452.58841588,8382131.03036453,1,Hägglunda,O
1911272.19508895,8382641.86621229,1,Vackerå,O
1908789.10708828,8383095.4593175,52,Harsmossen,O
1913440.65176145,8383914.97001827,16,Björknäs,O
1908091.72297687,8383999.69480126,52,Sånkmossen,O
1911749.43410882,8384100.88133868,1,Högbo,O
1911730.58666982,8385829.7606785,1,Sandvreten,O
1908062.37691573,8386783.64772538,52,Granmossen,O
1909341.58897974,8387174.73509255,52,Tunsmossen,O
1905743.38976493,8387914.29793143,1,Granberga,O
1913024.35487792,8387776.67446052,1,Långmossen,O
1910506.80765112,8388945.72485362,52,Bålmyran,O
1911880.12092413,8389052.7516276,52,Upplandsleden,O
1899861.74602537,8378542.59433141,2,Näsbo,O
1905267.74652396,8378574.61949931,1,Sjöhagen,O
1899867.80733519,8378809.7967882,5,Vittinge,O
1900088.93934578,8379425.6555368,1,Hagen,O
1898841.02267063,8379801.64618812,1,Ösbylund,O
1900669.56292703,8379900.34712805,1,Charlottenberg,O
1904815.00459727,8379884.42886639,1,Asplund,O
1904361.53210992,8380453.60910204,1,Vissbo,O
1905265.67161535,8380965.42695031,1,Kavelbroängen,O
1903721.40991872,8382928.644149,52,Skallmossen,O
1902332.53806644,8383953.10465792,52,Porsmossen,O
1903523.4470178,8384302.43667828,75,Eklunda,O
1899457.15981212,8384664.56293057,1,Björkhaga,O
1905777.26353388,8384609.79222669,1,Högbo,O
1897811.47408768,8384908.70040479,1,Stenvalla,O
1899714.29001746,8385185.14562543,1,Stocktorpet,O
1905421.8242504,8385474.65830431,1,Nyby,O
1901613.38319052,8387062.44766951,52,Hålvismossen,O
1906518.44864886,8387234.21973407,52,Basthagsmossen,O
1900482.50032879,8387578.72721426,52,Hedmossen,O
1898741.63052247,8387893.068598,52,Älgmossen,O
1902872.91373441,8387845.12942991,1,Andersbo,O
1904679.13917247,8388781.11220227,52,Östermossen,O
1903433.57017379,8388956.2731941,1,Heby,O
1901475.60283995,8389577.8490022,1,Sörviken,O
1887660.03142574,8380471.24224446,1,Karlslund,O
1887512.67267044,8376839.78046534,1,Sveden,O
1888091.81696553,8378526.44895275,1,Nygården,O
1887509.71983482,8377316.69407011,2,Nässelsta,O
1889200.94594161,8382024.17779191,1,Knubbo,O
1889743.77965717,8375455.93040087,1,Klinta,O
1889368.82222636,8376952.03244557,1,Hemmanbo,O
1890741.38526705,8376674.60272044,1,Önsebo,O
1891271.5609134,8381258.90802376,1,Brunkebo,O
1891725.34084816,8377895.35543105,1,Brunnby,O
1891646.75862518,8378933.98016147,1,Sörgården,O
1891860.24229422,8374323.08637351,2,Mälby,O
1891422.02955002,8374758.33224938,18,Vittinge,O
1892166.56946449,8379849.85059839,3,Grimle,O
1893214.37203411,8382138.73111428,1,Norrängen,O
1893857.06861135,8376708.68660543,82,Skattmansöån,O
1893509.84889493,8377981.36939273,3,Gillberga,O
1893788.00043483,8380863.54835982,1,Norrgården,O
1895277.26772558,8382071.52426239,2,Österbo,O
1895058.78527807,8374295.4278815,1,Janbo,O
1895221.20949544,8376318.26409594,2,Boksta,O
1895440.83329032,8376733.51266654,1,Lund,O
1895964.26241764,8378497.08661144,1,Hanbo,O
1896179.97598101,8380812.61696862,1,Blomsterbo,O
1896845.2088434,8381794.91493825,1,Tjälbo,O
1897557.98928989,8376310.67394668,1,Björksätra,O
1909206.25896988,8368869.86438551,1,Sunnansjö,O
1909235.40737139,8369574.68515518,1,Ängslaget,O
1906861.81469218,8370288.25681081,1,Österbo,O
1910875.3838252,8370671.82648626,52,Storholmen,O
1907313.59782977,8370836.46468745,1,Skinnarslätten,O
1910875.13244817,8371115.2623071,184,Strandsjön,O
1912414.99358454,8370969.41712217,1,Udden,O
1909213.13341156,8371840.07427037,2,Strand,O
1906927.19684806,8372177.76714676,1,Grönvallen,O
1907108.81182549,8372701.71762769,2,Prästbo,O
1909091.76029078,8372687.37784615,1,Kryssbo,O
1912213.20623319,8372650.57076881,3,Friberga,O
1906876.25184172,8373735.74840274,1,Björnbo,O
1912381.19556119,8373810.70382922,52,Detten,O
1911538.95232934,8374484.05516635,1,Fredriksberg,O
1906738.2444847,8374633.70514369,1,Homrom,O
1909333.79936497,8375259.35389621,1,Skärbäck,O
1910968.18331918,8375670.54797826,3,Knutbo,O
1907605.39201437,8375671.20223995,1,Lunda,O
1911663.8913836,8376271.52729032,52,Spängermossen,O
1907696.38302026,8376659.44363728,1,Nybäck,O
1909679.69501266,8376811.43853013,1,Säbovik,O
1905881.65572212,8377744.0563624,183,Skärsjön,O
1907129.96440606,8377931.49342516,182,Hanelundssjön,O
1927483.05782961,8368133.26406164,1,Holmskog,O
1924727.75996321,8369046.78345541,1,Skogsbacka,O
1926343.21869655,8369555.57547913,1,Sofielund,O
1930901.25637393,8369920.33193854,3,Ålbo,O
1930847.43563214,8370341.62326776,1,Finnängen,O
1927311.85308219,8371040.22214969,1,Dunderbo,O
1926900.9045896,8371236.72746564,1,Persbo,O
1925787.46044564,8371765.93231521,1,Hagaberg,O
1924790.76759214,8372064.65085624,16,Österby,O
1926955.86221309,8373047.50003628,1,Norrbo,O
1928001.23960667,8373703.22939342,52,Kransberget,O
1932261.49410153,8373785.26009532,1,Kvarnberg,O
1925115.25307705,8375583.8067676,1,Herrboda,O
1926430.88178491,8375945.63194638,1,Karlsta,O
1924919.08757689,8376200.90479142,1,Västberga,O
1931026.83410899,8376358.41127611,183,Fibysjön,O
1927523.89329994,8376781.46752924,1,Strömsätra,O
1925406.09089284,8377780.79631792,52,Fräkenkärret,O
1927408.48083156,8378442.03020752,52,Skansberget,O
1924442.15205931,8379280.88519241,52,Jerusalemsbergen,O
1928485.07224905,8379010.2334421,52,Källkärret,O
1930474.92206512,8379203.68693553,1,Nybygget,O
1915363.21798101,8368518.03716293,1,Aspbolet,O
1913192.47888118,8369037.35306642,4,Skyttstennäs,O
1913318.47383887,8370474.05353759,1,Norrbo,O
1916685.85468979,8370455.96833018,52,Barnbergen,O
1915034.02342633,8370718.5369477,1,Rödmossen,O
1915451.26611453,8371347.08966192,52,Tafsmossen,O
1912785.22498727,8371553.49117459,2,Balsbo,O
1915226.25839285,8372014.49691898,1,Sjösta,O
1913251.48317085,8372832.44228169,1,Johanneslund,O
1913592.78216579,8373335.52402096,1,Hällen,O
1915691.98849787,8373314.97548484,1,Fallet,O
1915370.84841605,8374470.52470394,5,Järlåsa,O
1919211.60074146,8374579.89402777,52,Björnmyran,O
1912315.62120783,8375749.38749802,1,Rosenbacka,O
1915463.22346178,8376176.22437418,1,Ludvigsberg,O
1914160.51793202,8376933.47927307,1,Nyberg,O
1917579.46721389,8376922.05725602,1,Kilen,O
1916261.92284238,8376980.11992576,1,Laggarbo,O
1915253.69801283,8378561.9881646,1,Lundbo,O
1915923.66249161,8378516.63444176,1,Jarlaborg,O
1914687.42106952,8378825.97955544,1,Harsbo,O
1916597.05383406,8378799.84662362,1,Kristineberg,O
1914172.88244298,8379110.23954989,1,Hagalund,O
1917329.93149442,8379245.94718851,1,Nyboda,O
1915506.53872821,8379778.57514141,18,Järlåsa,O
1906062.16569337,8368780.68210076,1,Brännbo,O
1902026.66413259,8369231.59760604,3,Sjöbo,O
1898823.22906793,8369624.71060158,52,Silkesviken,O
1903352.89988675,8370276.31231709,1,Rosenvallen,O
1902827.66919662,8370733.33980957,182,Mörtsjön,O
1905397.39673828,8370753.56504604,1,Brunnsbo,O
1898749.13493152,8371614.68468557,1,Ekholm,O
1905336.48659986,8371544.27319775,2,Stubbo,O
1902368.54291182,8372045.34432709,52,Torparmossen,O
1906207.55205291,8372007.08240291,1,Axtorp,O
1904939.17005399,8373217.78719707,52,Mårtsbo,O
1901148.46138857,8373606.87728885,183,Tenasjön,O
1897346.48588538,8374202.54412419,52,Ljustermossen,O
1905269.45679585,8374063.41779543,1,Rosenbacka,O
1904163.87920318,8374524.47858783,1,Kälkhällen,O
1900042.64083452,8375860.16135862,1,Albo,O
1901464.97047498,8376146.71492745,52,Uvhällsklack,O
1899483.66924229,8376439.89020682,1,Dybo,O
1903272.97918453,8376378.75205624,1,Brunnsberg,O
1897492.35903673,8376728.26041796,1,Sätersbo,O
1900218.84893709,8376923.73400684,1,Lillbo,O
1904577.82395735,8376972.61041149,2,Björnlund,O
1897907.46190083,8377778.88510012,3,Ösby,O
1921176.77257594,8368247.40585292,52,Bläckpussen,O
1919474.00165936,8368589.36603387,1,Djupdal,O
1920901.72983986,8368629.76308549,52,Oxögat,O
1923538.50340805,8368464.30778343,1,Ulvansvad,O
1922429.08840434,8368782.70506337,1,Bromsbo,O
1920968.26626473,8369434.22971176,52,Ormkärr,O
1923258.3841769,8369445.53343431,1,Nygård,O
1918494.40419366,8369611.51675637,1,Häggedal,O
1922957.09972995,8370859.46664207,1,Boda,O
1920454.5562407,8372125.94373885,1,Lugnet,O
1923166.46594126,8371915.55325489,3,Västerby,O
1924416.88845814,8372505.40387194,18,Åland,O
1920624.67726697,8373178.83107951,1,Stockbäck,O
1920037.86673897,8373438.60027879,1,Modare,O
1921872.84325726,8373622.11494539,16,Kölva,O
1923342.7086973,8373794.44454157,1,Ålands kvarn,O
1924081.77864244,8374112.6698465,1,Furunäs,O
1923464.62284504,8374460.65413033,1,Rosendal,O
1924441.18283441,8374342.09710053,1,Klasbo,O
1920234.0869703,8375231.8897795,1,Nötbacken,O
1923838.86873772,8375399.55262409,1,Vallkärret,O
1921133.31109075,8376799.04932248,1,Åbylund,O
1924496.06049903,8377118.95176032,1,Trumpmyra,O
1922860.59404833,8376985.34656636,1,Fredriksberg,O
1921526.36858032,8378801.07349352,1,Nybygget,O
1923328.89784749,8379024.24754021,2,Gällsätra,O
1905935.17606235,8361614.7334436,1,Källmanstorp,O
1905667.34914385,8364109.47086561,182,Oxsjön,O
1905800.14843029,8364633.81053238,1,Oxsjön,O
1906520.67719637,8368122.92285658,1,Finnbo,O
1907212.18233278,8366377.75148814,82,Galtbäcken,O
1906763.10586816,8361176.99682279,1,Paddebo,O
1908684.76206963,8366362.36792724,52,Långmossen,O
1908514.12538922,8364374.34896083,182,Igelsjön,O
1909152.26653304,8361273.02118574,1,Karlberg,O
1910634.13873312,8365817.82340001,1,Ulriksdal,O
1910150.8982325,8366835.26130488,1,Eriksberg,O
1910812.45521764,8362189.56078544,52,Hundkärret,O
1911320.48404968,8364248.3362152,1,Annelund,O
1911201.78038609,8361420.95588687,1,Långvreten,O
1911909.95964059,8364612.17696019,3,Ribbingebäck,O
1912785.79401094,8361536.20739761,1,Gräddbo,O
1913805.94551781,8368301.47074489,183,Stennässjön,O
1913339.88988346,8365105.53680884,1,Nybygget,O
1914342.03679001,8361980.7477267,1,Ängen,O
1914450.15943161,8364581.81684745,1,Kvarnbred,O
1914650.2937393,8361062.95931302,1,Rörbo,O
1915117.9816798,8367062.55324111,1,Sågstennäs,O
1915023.50168615,8365135.03280102,1,Stenberga,O
1915423.02071529,8363465.88924916,1,Ramsjö,O
1915961.45710822,8361966.15919016,1,Värnbo,O
1916472.23727381,8363069.43941783,182,Ramsjön,O
1917210.83600831,8365812.2971859,182,Lindsjön,O
1918487.76555229,8364328.67934128,182,Sätersjön,O
1918976.70442938,8366384.01988898,52,Långmossen,O
1919339.30066078,8363737.69624049,52,Tallmossen,O
1919793.37737793,8367553.49667158,1,Stockmossen,O
1920788.03103744,8363877.7803911,52,Kasberget,O
1921379.00711163,8360234.92132293,1,Sjöhagen,O
1921136.94923172,8368012.70921661,1,Hagtorpet,O
1922574.12602226,8367466.33907708,1,Stensveden,O
1922486.47565675,8360077.81209949,182,Lillsjön,O
1921969.75692382,8364350.44415412,1,Talltorpet,O
1922579.82347482,8361988.9763859,52,Uppsalaberget,O
1922542.85948259,8361194.45096715,1,Risbro,O
1923174.96194043,8364425.42928154,2,Helgesta,O
1923522.37561763,8360606.96543305,1,Trädgårdstorp,O
1923540.71986402,8366868.41827177,3,Onsike,O
1924179.04348883,8367848.31457352,1,Skörgrå,O
1924481.92174436,8366428.93121882,1,Norrgården,O
1924525.36956858,8363575.29617342,82,Sävaån,O
1924938.6640793,8365714.36762214,3,Holmbro,O
1924887.97614435,8360245.72178533,16,Vrå,O
1924995.83759488,8362810.49232635,3,Testa,O
1926039.15974417,8363600.22236953,2,Ingla,O
1902537.28575815,8360358.45917412,52,Kilberget,O
1899186.04999171,8360716.99477781,82,Skattmansöån,O
1899993.64805431,8360580.30913247,2,Ål,O
1897790.39854121,8360650.32197582,2,Nydala,O
1899425.33785938,8361759.16281381,1,Källsveden,O
1905438.53284479,8362055.15374231,2,Lydinge,O
1897348.61871319,8362409.70833568,1,Nyborg,O
1900873.51444217,8362502.11260986,52,Vitmossen,O
1902657.35796449,8362664.5267626,1,Backa,O
1900381.58739365,8362861.34243855,2,Gustavsberg,O
1898896.28605317,8363120.20379917,1,Erikslund,O
1899289.27101276,8363757.39449119,1,Skogalund,O
1901644.87694704,8364313.07837925,52,Hobbornsberget,O
1902007.26653362,8365047.07622257,1,Mellanbo,O
1903160.04899897,8365240.36623985,1,Marieberg,O
1901567.17898182,8365377.61188644,1,Nybygget,O
1900323.15910265,8365857.01331003,1,Stillängen,O
1901581.2740745,8366154.24158617,2,Slutbo,O
1900529.09091959,8366865.1514752,1,Smedstorpet,O
1904855.88073587,8366949.90984386,1,Backbrunna,O
1902635.77572779,8367025.33650346,2,Salinge,O
1899207.1024342,8367498.9858693,52,Upplandsleden,O
1900289.6107545,8367434.39867062,1,Asplund,O
1902872.78548885,8367937.9601624,1,Bäckafall,O
1903565.83511074,8368228.91269346,1,Norrbo,O
1901248.61518477,8368436.33705783,3,Larsbo,O
1915420.94296472,8358975.04856079,1,Harnäs,O
1914760.66716603,8357699.91925158,1,Groddammen,O
1915964.48752949,8359948.33822582,1,Dalbo,O
1915280.65132602,8356235.63992071,1,Sandvreten,O
1915454.54470019,8358588.65645637,182,Bromsbo sjö,O
1915424.98166976,8354319.53631349,1,Björnkällan,O
1916622.32424551,8359153.12708585,1,Bromsbo,O
1917212.47272503,8358715.84743632,1,Bjälkebo,O
1917501.55003187,8359709.98551521,1,Hålsjön,O
1918557.58878142,8359163.09481959,182,Hålsjön,O
1919393.09953439,8359733.57668701,1,Ekhagen,O
1920285.10096726,8358629.78044065,1,Marsveden,O
1920320.51032203,8359566.10621644,182,Mälsjön,O
1920759.88652219,8358305.45436996,52,Rackarbergen,O
1922269.29541391,8358723.682863,1,Björklund,O
1922721.93017045,8358194.92117094,1,Tjockmyra,O
1924026.25109665,8358633.00762449,1,Långbacka,O
1923589.46464175,8354909.70278678,52,Degermossen,O
1924315.89536451,8359176.01930398,1,Enberga,O
1925687.3832675,8356731.39287322,52,Blåbärsmossen,O
1926246.77530484,8352710.48107026,43,Fockstas naturreservat,O
1928679.23516797,8351649.42787521,1,Lövhagen,O
1929785.58190102,8352224.73115043,1,Hyddan,O
1927052.93797344,8354170.65845536,52,Rismossen,O
1931468.14190393,8355303.09652261,1,Tjockmyran,O
1931062.65962624,8356625.10484129,1,Värndal,O
1928735.02534912,8357162.89161894,1,Glädjen,O
1930387.23848767,8357074.96319556,1,Nytorp,O
1931290.53930215,8357525.8341673,1,Lundbacka,O
1929455.41000492,8357923.30265116,1,Ångelsta,O
1926819.12052818,8358331.62227764,1,Gustavsberg,O
1930410.02460478,8358960.78599498,3,Skillsta,O
1928072.56530274,8359200.67130661,2,Tjälinge,O
1930927.38964019,8359746.51857539,1,Skillstaborg,O
1928621.50453075,8360311.46266634,1,Källgården,O
1928621.16550155,8360814.65987486,1,Skrikbacken,O
1928065.0337149,8361418.35193501,3,Tibbleby,O
1926338.49891354,8361694.19220963,18,Skogs-Tibble,O
1929110.06173545,8362139.60805924,1,Paskhagen,O
1927855.43637296,8363062.37721338,1,Eriksvärn,O
1930230.39393057,8365388.85939572,1,Långmyran,O
1928523.17211384,8366184.25181447,1,Lugnet,O
1928793.72534338,8366530.28252957,1,Långmyrtorp,O
1931937.9964561,8367083.40412008,1,Stordal,O
1928191.20250059,8367572.91986022,1,Sandgropen,O
1931193.06949347,8367627.82292278,52,Ålbosjön,O
1907299.82144524,8352376.05427781,1,Kråkvilan,O
1913469.12439367,8352593.88077566,1,Ängstorp,O
1910975.6238694,8352642.27287722,1,Kärret,O
1911352.69827887,8353148.30734444,1,Katrineberg,O
1906754.96787076,8353494.25436325,1,Krattan,O
1906847.48378249,8353776.78455476,1,Syllby,O
1912740.05652444,8355068.66754673,1,Smörhålet,O
1906358.6310154,8355569.51659147,3,Domta,O
1909786.05740648,8356565.31285015,1,Nygård,O
1911632.09666216,8356574.53441013,1,Stentorp,O
1910620.04007801,8357029.60772205,1,Mellanbo,O
1912539.16262373,8357076.76939183,82,Lillån,O
1912653.72073789,8357501.61216975,1,Norrgården,O
1906173.43156392,8358176.03583408,1,Kullen,O
1911200.72907807,8358279.16948978,1,Alstomta,O
1907867.56498522,8358462.38236835,75,Andersbo,O
1906487.33530842,8358696.46188855,2,Sonkarby,O
1914238.97558204,8358947.98441471,1,Rävnäs,O
1912699.70045431,8359571.90678565,1,Norrskog,O
1909017.41055024,8360066.59196923,183,Ryssjön,O
1914444.77438481,8360063.95595045,1,Stockmossen,O
1907148.90259198,8360124.5450792,2,Ryssjö,O
1910996.28242928,8360483.58153904,3,Alvassen,O
1908774.40286025,8360519.68544649,1,Mjölkebo,O
1912732.31473798,8360745.20437273,1,Svartbäcken,O
1911566.63071053,8360814.86826624,1,Solvik,O
1899895.51895027,8352583.14177116,2,Härled,O
1902995.9250689,8352703.75546125,52,Rönningbacka,O
1901401.33557661,8353529.00854606,3,Spånga,O
1903598.02088451,8353792.28839331,2,Orsta,O
1899332.77726013,8355251.04523434,1,Björkhagen,O
1903039.17547517,8355340.69131754,1,Kvarngården,O
1901590.43154758,8355541.13061178,3,Källinge,O
1903647.2125406,8355908.94005431,2,Broby,O
1904725.73171754,8356040.56779737,2,Hässelsta,O
1898379.54993306,8356277.48102688,1,Gävle,O
1903023.22308783,8356868.87982189,2,Ledsberga,O
1899884.39133027,8357147.2513612,1,Björktäppan,O
1897183.60405504,8357464.43787802,1,Ängvallen,O
1904712.75268109,8357303.45407887,2,Skälby,O
1900194.23913214,8357783.21772168,2,Ekeby,O
1901388.1831283,8357918.90051257,1,Hällbykvarn,O
1903996.17705862,8357900.01776151,18,Österunda,O
1902382.93098475,8358269.91861729,3,Brunnsta,O
1899781.68145768,8358931.47455417,2,Strömsta,O
1902720.96977284,8359095.23181598,2,Ulvesta,O
1898423.74283645,8359465.46355983,1,Strömstaberg,O
1901185.07654615,8359281.54858797,2,Hällby,O
1904985.07775525,8359452.55405749,1,Åby,O
1903113.94230589,8359636.71525131,1,Lunda,O
1905127.84698674,8359983.87518141,2,Kälsta,O
1901260.44564406,8360319.52610897,1,Hällbylund,O
1921786.57776684,8294558.16492936,18,Kungs-Husby,O
1923247.12128469,8293993.97829393,3,Husby by,O
1923512.93246751,8294764.02474168,1,Kvarntorp,O
1923048.08560992,8297061.69514499,1,Hagalund,O
1923946.13686505,8296973.71820448,1,Husbylund,O
1923151.78699364,8291973.38045455,1,Spångtorpet,O
1923746.2550384,8292323.50717361,1,Nyborg,O
1924649.09554782,8292250.49857551,1,Grindtorpet,O
1924394.04202234,8293117.35050019,1,Lerbäck,O
1926678.0798822,8294189.02662734,2,Kynge,O
1926427.34638312,8292454.2068995,2,Basta,O
1927517.99643024,8295678.60915047,1,Laggarö,O
1928328.4962507,8293572.02024345,18,Veckholm,O
1927927.94534807,8292100.01311457,2,Hedsta,O
1928754.8097025,8297551.17222725,1,Erikslund,O
1922424.19718791,8290656.25977198,1,Lundhagen,O
1922984.81449242,8289420.93331897,2,Börsta,O
1923121.39993902,8291156.87496572,1,Granbo,O
1922732.23350322,8290226.34003503,2,Ryttesta,O
1924240.89472692,8291495.62960612,1,Rydbylund,O
1924841.80439874,8290285.25610088,2,Tjulsta,O
1926303.84610001,8289305.62044747,2,Sundby,O
1926754.87744688,8289584.68700705,1,Fridhem,O
1926533.43709502,8290177.24671569,1,Sundbyholm,O
1928388.6746507,8290975.33883193,1,Björkliden,O
1928358.07318238,8289286.32806832,1,Hagalund,O
1929366.25927303,8290220.28313799,1,Fågelsången,O
1920499.86064013,8289302.81639051,2,Staxhammar,O
1922526.72131068,8287003.48762215,1,Börstaholm,O
1922511.44560664,8288053.06922696,1,Graneberg,O
1922739.7412689,8288270.54164174,1,Ektorp,O
1922105.83005669,8285706.33144824,51,Hermans skär,O
1923276.43722581,8283757.28974321,51,Sörskogskäret,O
1923267.92584928,8287481.41196895,1,Mariedal,O
1923664.70981575,8286213.84561921,1,Tjulstaholm,O
1923826.11431984,8284565.94712429,52,Ornsholmarna,O
1925233.87371695,8286529.90124267,192,Sundbyviken,O
1924707.1247267,8287446.45187147,1,Erikslund,O
1925808.70666613,8287365.77712318,1,Sjöhagen,O
1925742.48132248,8287998.47664064,1,Ekensberg,O
1925007.22354185,8285380.0865172,51,Tjulsta skär,O
1926708.72988045,8287144.72666389,1,Edeby,O
1926245.92365557,8284754.02994321,51,Kattskär,O
1926564.78238561,8285411.64340122,1,Sjöstugan,O
1926753.75638359,8283102.99852137,51,Hammarskär,O
1926983.37988938,8286162.4544214,1,Blomstugan,O
1927446.95556783,8286558.74453331,18,Torsvi,O
1927175.39322184,8283444.30077274,52,Tegeludden,O
1928135.5904152,8285850.35142286,1,Björkbacken,O
1928549.78040596,8286917.38777614,16,Torsvi gård,O
1928703.75087379,8285088.21679275,1,Tallbacken,O
1929135.72712004,8287220.33255972,1,Övre Navsta,O
1928129.23483662,8277672.87446101,51,Röllingskråkan,O
1925775.97155404,8277910.08487276,51,Lexingekråkan,O
1924487.93455717,8277786.98445145,51,Våmben,O
1921800.88657701,8278347.96223917,195,Grönsöfjärden,O
1922038.01954318,8279060.67163103,52,Oxsten,O
1922756.32833863,8279737.26566437,51,Oxstensögonen,O
1924125.64021012,8279596.00215475,51,Stjärnan,O
1921342.18247528,8280144.01452572,52,Granskär,O
1922740.17749072,8280721.87758553,45,Grönsö naturreservat,O
1920405.99757126,8280754.90420731,51,Gubbgryndan,O
1923104.87942933,8281144.56965666,51,Lindskär,O
1920803.19238267,8281089.43854245,51,Kalven,O
1921745.30380437,8281377.12978237,52,Killingen,O
1921050.1403829,8281465.13400543,192,Tegelsundet,O
1924513.45841668,8281353.23628242,52,Ytterskär,O
1927642.64019879,8281203.27993877,52,Eldholmsskär,O
1920417.43719253,8282170.65281553,1,Tegelsundet,O
1923536.05755962,8282085.11616734,52,Skomakaren,O
1922131.14724635,8282765.36687766,192,Katsviken,O
1914254.94775719,8292431.25306806,51,Österskärs udd,O
1914366.85443467,8294522.60894801,52,Hornö udd,O
1914308.22358809,8290367.92081352,1,Prästgården,O
1914389.70788585,8289695.59483801,1,Nybygget,O
1914760.05420615,8291222.68907792,195,Stabyfjärden,O
1914784.37354589,8295324.37853881,194,Ekaviken,O
1916622.95922674,8295301.98970214,1,Granbo,O
1917981.44808972,8293663.27828097,1,Norrtorpet,O
1917902.79638667,8292775.42688583,52,Kronskogen,O
1917773.11003568,8289599.45828544,51,Skeberga udd,O
1919234.750554,8296853.45212987,1,Österrike,O
1918234.33882767,8290096.83639603,192,Långens vik,O
1919517.3897845,8295904.54439867,1,Marieberg,O
1919424.64700645,8289683.93860282,1,Hällvik,O
1919531.38990502,8292171.1245979,1,Gröndal,O
1919039.77350089,8291222.13312829,1,Friberg,O
1919228.29620484,8294281.53832385,1,Hacksta,O
1919727.46928694,8290725.45711283,1,Källdal,O
1919687.60751569,8292906.62566654,1,Ryssvi,O
1921097.93168782,8292769.38293632,2,Nibble,O
1920614.12546912,8291435.02871877,2,Skeberga,O
1921115.396234,8295983.06783166,1,Karlslunda,O
1920877.08705756,8295474.9042662,1,Charlottenlund,O
1921426.74983804,8293188.93375929,1,Oxelbacka,O
1912351.01237117,8287358.72996898,52,Vittnäsberget,O
1911721.5159402,8289130.46939931,17,Arnö kyrka,O
1912969.89019291,8286212.09615372,51,Borgen,O
1912950.56667043,8288879.16690997,1,Piltorp,O
1912808.0197483,8285839.96952931,192,Kohagsviken,O
1914044.64096064,8289267.63930431,1,Lundberga,O
1913717.47420087,8287790.03462883,56,Arnö,O
1914158.80122227,8285505.26262589,1,Yxvik,O
1915122.43018645,8288157.08013006,2,Strandby,O
1915685.77496129,8285580.49729765,1,Älgshuvud,O
1915420.63289745,8287301.62369757,1,Alvik,O
1917298.27813401,8286572.96140814,192,Vändelsövik,O
1918071.2894249,8285181.54490156,1,Janbo,O
1917320.43523123,8288557.66942065,51,Östmans udde,O
1918480.96828656,8289040.70593256,192,Färjsundet,O
1919433.14212306,8285558.34510096,1,Skyttorp,O
1919788.19354469,8288987.77789767,1,Sjövik,O
1920154.60168001,8287630.2587826,194,Staxhammarsviken,O
1920206.01048396,8286190.18432911,1,Stångnäs,O
1919571.48478342,8284777.27510372,1,Kvarntorpet,O
1921074.57051712,8288828.80486932,1,Backen,O
1921276.02041362,8288133.41563808,1,Alvik,O
1919368.94307853,8280947.46095963,51,Kråkan,O
1919760.4623141,8281679.26035785,192,Ålands hav,O
1915269.4305829,8282498.26895304,192,Storängsviken,O
1914671.1928184,8282864.32208932,51,Gröna vallen,O
1918131.51316181,8282939.74592064,1,Utö,O
1920178.29103997,8283187.78820748,15,Grönsö,O
1913806.4420116,8283475.13056855,51,Hälsingbo skär,O
1917482.6472656,8283218.40171842,1,Utö hus,O
1916531.23036161,8283559.30122067,52,Uvens berg,O
1918194.18545358,8284275.4608685,194,Grönsö sund,O
1920867.05356572,8284335.71645661,55,Grönsö,O
1913754.8772329,8284668.59649327,51,Tallskär,O
1916017.1657304,8284619.01734627,1,Hälsingbo,O
1911520.99907368,8290239.60057226,1,Lugnet,O
1908613.61744006,8290431.43373006,51,Käpptorpsskäret,O
1910901.71377455,8290584.23119275,1,Käpptorp,O
1909364.36460544,8290897.27045361,51,Vinäs udde,O
1912686.37914104,8290908.01487155,1,Törnbo,O
1909786.06912654,8291553.59439564,192,Kastviken,O
1910334.9016993,8292014.04096518,52,Hästudden,O
