X,Y,KKOD,TEXT,TEXTTYP
2000386.22107496,8420985.23590782,1,Gransäter,O
1998786.34008567,8421028.03048404,2,Hemmingsby,O
1998101.64593506,8421759.52554647,1,Bergslagen,O
2000163.48495548,8421929.98851622,1,Nipparbol,O
2001576.86834331,8422547.85151365,52,Tälmossen,O
1996946.92077684,8425264.55394205,1,Nyhagen,O
2001318.21600376,8426551.26915813,1,Smålanda,O
2002705.46160641,8428508.6397752,2,Trunsby,O
2000219.06077297,8428939.32389678,1,Lugnet,O
2004097.6922795,8429090.72640082,2,Svensarva,O
2037629.42571308,8409230.06265565,52,Rörkärret,O
2034293.39051694,8410116.18076392,182,Huvsjön,O
2032503.43078809,8410423.47123092,1,Ryan,O
2035814.49081136,8410641.32902361,82,Kvarnån,O
2034324.49630236,8411871.20386,1,Rönningen,O
2037025.59871268,8412653.00169113,1,Lugnet,O
2035393.68098677,8412697.58589684,1,Johanneslund,O
2037793.32217348,8414630.80026829,51,Lindholmen,O
2035665.91565414,8415134.07094014,1,Nederäng,O
2009839.40154539,8408204.78903445,1,Ål,O
2007812.47469851,8410941.97150861,3,Söderby,O
2007387.09352718,8414139.4724985,3,Fresta,O
2009231.88666015,8414226.67390361,3,Klev,O
2009765.63795612,8415447.3210602,1,Tallbacken,O
2009570.18277512,8416081.75120879,1,Solgläntan,O
2010830.97975399,8417212.5241725,2,Skyndeln,O
2003506.35518113,8417972.40462364,1,Storslåttan,O
2011694.68026289,8418699.28916878,1,Svarvarbo,O
2011169.55852192,8419679.4061595,1,Spångbylund,O
2003334.63035105,8420259.4053489,52,Hävermossen,O
2009967.22609015,8420834.38531014,1,Väsbytorp,O
2008489.35851625,8420894.60835262,1,Backas,O
2010667.58383353,8421743.47318977,3,Väsby,O
2004092.76576843,8422948.90040433,52,Hökmossen,O
2010746.40949289,8422657.00771062,1,Solberget,O
2006465.83877893,8423111.19223856,182,Gåningsmyran,O
2010656.81779431,8424892.45007967,3,Löddby,O
2012369.93612514,8425434.02172686,3,Kilby,O
2010053.19234098,8426515.97296073,1,Aspdal,O
2004629.87034749,8426959.89478433,1,Transätra,O
2012177.04099101,8426731.08341798,3,Lunda,O
2009069.10654053,8427257.09882564,1,Strömsbro,O
2008104.51960001,8427856.79885451,1,Granhult,O
2018226.4256465,8411979.1933665,2,Drälinge,O
2018661.94402793,8407417.1648254,183,Stamsjön,O
2022839.46204841,8410927.96943468,2,Glottsta,O
2022807.39711974,8405533.15165781,3,Ålsunda,O
2024274.12452482,8411907.9446181,2,Fröjsta,O
2025761.7545667,8413006.84304472,2,Skarpösby,O
2026181.67006465,8415233.90382189,2,Rörby,O
2025500.1693256,8414652.16600805,2,Blacksta,O
2026851.55344672,8415616.24874206,1,Holmen,O
2026826.89205179,8414274.92515422,2,Rista,O
2026702.26330878,8412200.9154328,1,Fridhem,O
2026340.12051731,8410672.09343011,1,Karlberg,O
2027678.74422095,8410583.43171455,2,Gela,O
2028419.69231444,8415795.10472092,83,Olandsån,O
2028878.69813024,8412912.77785275,3,Fornbro,O
2029436.01163657,8415677.98697715,1,Johannesberg,O
2029414.32434248,8409088.97227447,3,Stensunda,O
2030256.59709158,8408050.9999779,1,Augustberg,O
2030157.8650753,8410370.34388565,1,Hällsbäcken,O
2030918.35707988,8414093.13157412,52,Igelmossen,O
2013255.71597833,8405484.61057148,2,Vastarby,O
2015833.55445086,8410935.45634611,3,Sprötslinge,O
2013653.14715873,8414381.08903708,6,Alunda,O
2014577.61979556,8415347.5785354,82,Kilbyån,O
2013946.14463634,8416524.96797564,3,Marma,O
2015166.45719052,8417132.9338799,1,Gärdebyn,O
2017373.90126369,8418015.01436619,3,Haberga,O
2013017.14310518,8418032.03516754,3,Hammarby,O
2012192.58005649,8419351.88002115,52,Asphagen,O
2012471.8850647,8419974.87494719,2,Källberga,O
2017825.15073003,8419760.21526289,3,Sydingösby,O
2016264.17650113,8420283.2373068,2,Mälbyn,O
2013734.74784309,8420424.96097117,3,Happsta,O
2014576.4384869,8421035.30385098,1,Vadet,O
2017690.34011339,8420873.28043748,1,Joneberg,O
2013027.85216888,8421401.70667387,2,Spångby,O
2016159.0146495,8421363.20377641,3,Sydinge,O
2015790.44665728,8422037.17177541,3,Furuby,O
2012479.61681872,8422814.19829798,3,Mysslinge,O
2016405.48832931,8423002.0511655,1,Skrikboda,O
2013834.0448246,8423246.71324243,82,Kilbyån,O
2014863.94182758,8423403.30189079,2,Bärby,O
2015659.97370174,8424222.1450685,2,Mångsta,O
2013754.60155912,8425931.28236922,53,Kilbyslätten,O
2016007.52066896,8426686.41942313,3,Söderlövsta,O
2013028.95692641,8427722.81647911,2,Kilby,O
2018369.4590973,8427853.63707382,1,Laggarbacken,O
2013555.71322519,8428377.0573826,1,Drällsbacken,O
2046226.11658468,8513627.25181467,52,Västerkubben,O
2048664.45529592,8513722.0940449,51,Lill-Roksörshällen,O
2047711.00793308,8514065.12954194,193,Örskärssundet,O
2045318.50059832,8515016.53609812,52,Laxberget,O
2050289.99788814,8514798.11464894,52,Björskärsskaten,O
2048714.57158233,8515160.31101758,52,Marängsudden,O
2051005.56673413,8515296.3476087,52,Björskärsskathällarna,O
2043444.17621255,8515694.68016621,51,Rosängsskaten,O
2046471.75764498,8515642.59458633,1,Björkhagen,O
2049088.29635095,8515945.96362814,192,Alarängsviken,O
2045790.81978169,8516151.72584887,182,Bodalsträsket,O
2044053.86352432,8516312.97063837,192,Örskärshamn,O
2050017.27890598,8516196.85508589,51,Alarängshällen,O
2045055.05123082,8516768.13431372,1,Kristineberg,O
2043223.81035161,8516828.93000658,51,Tärnudden,O
2045933.26341225,8517133.95914749,1,Skönvik,O
2049374.53077061,8517071.45309174,192,Svartglo,O
2047628.05336622,8517498.9927808,182,Trollträsket,O
2049584.99122053,8517623.7972782,52,Tärnkubben,O
2044538.0299759,8517916.05334404,72,Örskär,O
2045369.07524577,8518277.7616389,192,Ramviken,O
2049073.03016789,8518219.05271634,52,Oxen,O
2045172.16841999,8518680.75105526,52,Hingstudden,O
2048993.86623987,8518782.96874769,52,Norra Örskär,O
2046601.8673225,8519381.60334618,52,Skvatudden,O
2041689.34190314,8509538.29828793,52,Tärnbådan,O
2041590.98069028,8508416.9764307,52,Svartbådan,O
2041471.42079021,8510285.0791523,52,Tärnbådkubben,O
2041841.85170686,8507641.34162137,52,Riskhällen,O
2043199.25216317,8507853.26446483,52,Alhällen,O
2043141.85635483,8509629.30165185,52,Ådkubben,O
2042526.11274653,8510850.50187644,52,Borgagården,O
2043188.18583471,8512260.11935926,52,Söderhälludden,O
2043848.00214035,8507316.13953611,52,Gräsbådan,O
2044188.11686988,8510383.04071906,192,Össängsviken,O
2044859.1315747,8511912.46090904,52,Kråkuddarna,O
2045138.58830979,8508243.96071156,192,Askskärsfjärden,O
2046642.87765951,8509575.89450322,1,Solbacken,O
2047042.45833893,8508694.58134577,1,Askskär,O
2047926.58780783,8513464.94463971,52,Blåudden,O
2049610.18489709,8513185.15015669,52,Stor-Roksörshällen,O
2049964.31637045,8512537.52435364,192,Roksörsviken,O
2050684.49880265,8507334.85036744,182,Tolträsket,O
2051468.53775781,8510457.05437975,192,Norrfjärden,O
2051414.51960922,8511019.32944973,52,Ugglan,O
2051772.02582295,8511582.54665641,52,Uggelhällorna,O
2029603.04527423,8498797.93121263,52,Länsman,O
2035657.3486061,8497121.31025407,51,Skvalpan,O
2038744.97794785,8504042.28927381,72,Engelska grundet,O
2042235.58393108,8506056.28192805,52,Hundbådan,O
2045179.34147356,8501121.44654922,52,Norrbådan,O
2044357.74592552,8499594.4077122,52,Söderbådan,O
2044290.50725027,8505613.82485193,51,Stor-Vängersörshällen,O
2044600.28750442,8495475.12229174,51,Hamnskatgrynnan,O
2044749.26672135,8506033.55228109,51,Lill-Vängersörshällen,O
2045292.65563181,8500132.53889699,52,Kummelbådan,O
2045345.06664802,8502296.70949543,51,Bonäs-Halvfaru,O
2046874.3860913,8499448.24626013,51,Räntan,O
2046470.04716589,8502995.11162721,52,Rävidsudden,O
2046690.30489533,8503751.65238955,52,Skatudden,O
2046870.38342793,8502506.0154055,51,Bonäsudden,O
2047667.45001237,8500054.88479502,1,Sjöäng,O
2046459.42749582,8496448.07311157,192,Väster-Mörtaröviken,O
2048743.97789893,8505613.63945546,1,Lökäng,O
2048023.43430718,8506328.04670058,1,Norrbacken,O
2048629.80931645,8503848.87777321,1,Sumpen,O
2048985.60357942,8495830.33760042,1,Väster-Mörtarö,O
2048610.17560651,8503060.33229002,1,Gubbamossa,O
2023705.35025899,8486741.75035305,53,Labboskogen,O
2020478.58062924,8487402.66604304,182,Labboträsket,O
2024401.45094972,8488859.72207267,52,Kattskäret,O
2024418.66141996,8490401.14320043,193,Asphällsfjärden,O
2020826.09313586,8491675.20728703,52,Öskatarna,O
2024275.64705225,8491696.91581715,52,Gnissan,O
2022891.91907253,8492113.99888574,52,Svalören,O
2021587.08662051,8492758.04485114,52,Bergörarna,O
2023869.26582071,8492708.36446862,52,Vattörarna,O
2023045.16005977,8493286.75336326,52,Rödören,O
2019799.81962097,8493468.03358623,52,Furuörarna,O
2025367.40586221,8493357.59510318,52,Rönnen,O
2021973.96894862,8493912.42311191,52,Skötgrunden,O
2023938.32781083,8493878.10185049,52,Malören,O
2025391.59973165,8494081.59870977,52,Höggrunden,O
2023365.43690267,8494483.92613555,52,Loven,O
2019523.05220167,8495181.58267395,52,Stångskäret,O
2019481.30432331,8496851.22945632,52,Söder-Nätlösan,O
2020709.1802928,8499218.07885419,52,Hästen,O
2014642.6551283,8504933.45910736,52,Brännören,O
2014117.60215221,8500461.96469344,192,Glåbodarna,O
2015429.29246568,8505662.52661602,52,Långören,O
2015490.21818997,8504006.85812828,52,Sömnören,O
2015403.71244292,8500400.52550395,52,Båteskärsudden,O
2015393.78485476,8499999.62212864,192,Djupsundet,O
2016113.27248399,8504823.81276192,52,Malören,O
2015985.25323824,8501758.69516123,52,Gräsörarna,O
2016441.52934035,8503576.99180536,51,Skutgrundet,O
2016459.56508595,8502820.1514733,52,Högörarna,O
2016466.98831412,8500706.4949625,45,Skaten-Rångsens naturreservat,O
2016783.587431,8502190.47667574,52,Gumsörarna,O
2016884.23283635,8500097.30637339,51,Rönnören,O
2017600.62873561,8503153.0102367,52,Flatgrund,O
2018351.64917555,8504648.52289863,52,Borgarna,O
2019272.84541854,8502591.06347444,52,Norrasken,O
2019445.18056543,8501511.2223429,52,Sörasken,O
2019932.66008574,8503048.0714053,52,Askklinten,O
2020336.48115943,8502166.03303324,52,Sandklinten,O
2020921.42093822,8506057.81696039,52,Bredbådan,O
2021926.02290346,8501992.12769759,51,Lövmanshällen,O
2014329.9129164,8487301.47956161,1,Långängen,O
2011964.38531647,8488032.58853054,52,Hästholmen,O
2017371.33676506,8488655.46474049,75,Dannebo,O
2015071.81251616,8489303.12532354,1,Björnbo,O
2014668.17402514,8490171.09780721,1,Storgården,O
2016564.52536449,8492149.60967032,52,Degermossen,O
2013684.91720291,8493242.61169204,52,Sporrbergen,O
2017581.75535076,8493814.03481599,182,Stångskärsfjärden,O
2014500.59140469,8495079.75468008,52,Blåbärsbergen,O
2018792.12667631,8495745.13872563,52,Rångkullen,O
2015767.95257121,8495819.66725091,1,Stor-Rångsen,O
2018787.5362693,8496302.28746095,52,Pigörarna,O
2016034.03536706,8496668.71601435,1,Rångsand,O
2017187.93830527,8496740.76672936,52,Raset,O
2012876.56729677,8497743.30717104,182,Käringsjön,O
2017526.81401225,8497724.58826387,52,Örnbåden,O
2019527.13975187,8497829.74902131,52,Norr-Nätlösan,O
2016143.9177344,8498076.81685079,192,Värlandsfjärden,O
2013671.29983484,8498393.91851794,52,Hummelmyren,O
2015158.36152457,8498924.75660365,53,Fäskär,O
2016258.67050791,8499391.80176723,52,Tistronören,O
2008425.43482855,8507950.24415199,192,Ängskärsviken,O
2013571.10241068,8507754.77243198,52,Blåklubbklinten,O
2024675.84558493,8507442.62582439,51,Östergrund,O
2009677.58783239,8508589.47918159,3,Ängskär,O
2009421.09891486,8509073.97943704,53,Bondskäret,O
2011214.99682872,8509371.03793588,53,Klubben,O
2022253.56148877,8509754.79703571,197,Öregrundsgrepen,O
2013977.93812061,8511339.05647966,51,Yttre Reveln,O
2012769.74246087,8511851.87529151,51,Inre Reveln,O
2008217.1017749,8512126.2756408,52,Vallboörarna,O
2009790.50942525,8512286.78044393,52,Ytterhällarna,O
2012358.46121414,8515912.45772243,52,Kon,O
2008967.12518006,8516257.74412021,52,Svartören,O
2014758.27581073,8517125.08466252,51,Mickelsgrund,O
2012885.33014028,8517642.77498518,52,Röstenarna,O
2012580.56682007,8519100.26414766,52,Gåskänningen,O
2009790.17118655,8520506.61877302,52,Söderören,O
2008476.66494921,8521838.26497454,52,Storskäret,O
2009893.78651631,8522234.61539175,52,Skötören,O
2010046.56538824,8522786.32564945,52,Svarvarberget,O
2009681.60274559,8523093.5766631,52,Stenaberget,O
2005639.64085136,8488761.84650849,52,Skällerö,O
2003642.05760479,8489706.21532125,52,Gåsmossen,O
2006633.56064715,8490268.27325096,83,Nyböleån,O
2010192.53092563,8490156.73489446,1,Lill-Rångsen,O
2006978.52659493,8491208.92774047,1,Nyböle,O
2004480.462291,8491681.49953305,184,Norra Åsjön,O
2008889.67756437,8491851.41246121,52,Gubbsvedsmossen,O
2010579.27336899,8492744.56464713,52,Olasmossen,O
2005391.07960256,8494635.28982401,1,Magön,O
2003524.91573957,8494780.16648397,52,Stormossarna,O
2008314.20983952,8495813.44140117,75,Kuggböle,O
2010861.5585845,8495927.04537056,52,Västermossen,O
2007285.18373781,8497545.44626566,52,Olarsboträsket,O
2003769.53520008,8497605.07199245,1,Olarsbo,O
2009917.49172375,8498400.81565402,52,Älgmossen,O
2012162.89929233,8498796.37812958,52,Sandsaren,O
2004745.6422502,8499769.41935211,52,Bonamossen,O
2002865.319777,8502853.48112049,1,Fågelsången,O
2003953.03971656,8503524.4045525,3,Göksnåre,O
2004689.40763347,8501595.47778677,1,Nyhem,O
2005232.45018318,8502200.36373523,1,Kumlet,O
2004989.35289391,8506461.89024829,182,Strönningsvik,O
2006214.59712611,8503424.16859454,1,Norrgården,O
2008039.74055059,8502144.18080418,52,Utmossarna,O
2007687.98676451,8500908.97053901,52,Rudtrusket,O
2009115.85479329,8503447.40499172,52,Öne,O
2008869.46335588,8505096.48184733,182,Båthusfjärd,O
2010051.13381514,8505397.85100777,2,Rundskär,O
2010956.79689645,8507083.23284995,1,Stånggrund,O
2011264.46800467,8504318.78463618,192,Handviken,O
2012561.36079764,8507004.38995836,52,Skorvan,O
2012485.22136595,8502897.8351097,3,Skaten,O
2012810.83244407,8504746.01177605,52,Idören,O
2013272.87484855,8499629.69591745,182,Grymmarfjärd,O
2013431.70198811,8501203.96026904,182,Skatfjärden,O
2004909.7281945,8533575.06232055,52,Gubbörarna,O
2005050.47766696,8528434.085336,52,Örnstenen,O
2005318.34495561,8530588.99232314,52,Gammelglamen,O
2005460.02070336,8530047.89609884,192,Lackhamnen,O
2005319.72145043,8527524.87101067,52,Stångören,O
2005541.01382131,8526711.04806775,52,Killskär,O
2005845.27959648,8531719.84563783,52,Harman,O
2006043.02699855,8527993.83133383,52,Tärran,O
2006532.81734145,8528727.92969934,52,Björnsberget,O
2007210.28713982,8526837.71170852,52,Sör-Truthällen,O
2007301.85935277,8528345.89452892,52,Norr-Truthällen,O
2007608.74972115,8531413.93641252,52,Glamberget,O
2007449.42529823,8527364.5177083,52,Krakhällen,O
2007339.06337152,8524580.21072608,52,Jan-Jacksörarna,O
2007603.88021921,8523707.31096887,71,Klungsten,O
2009064.37687742,8524159.61017277,52,Gammelbleckan,O
2009568.12639369,8527027.92752787,52,Klinten,O
2009722.617051,8523666.4036868,52,Blecksnedan,O
2011835.99079534,8526502.98972667,52,Själhällarna,O
2014319.53204585,8525131.48201296,51,Sprättarna,O
2016272.86911222,8524235.25757662,51,Gubbstenen,O
2021100.997683,8540434.18646116,199,Bottenhavet,O
1999011.80917913,8509961.19981591,1,Strömmarna,O
1998900.7736205,8508250.25638708,2,Kussil,O
1999627.03202405,8512295.17605035,52,Barkarstall,O
1999604.73042283,8513031.99046399,52,Blackan,O
2000208.01791079,8514539.83013874,1,Lundås,O
2000931.51675349,8515358.4167204,2,Vedlösa,O
2001014.87758617,8510378.28096567,82,Böleån,O
2001500.38670126,8509189.42669471,52,Torpsjön,O
2001674.17331282,8511939.46010976,182,Lerorna,O
2002104.91309173,8511300.07285574,52,Ovansjö,O
2001020.92165062,8508813.50177646,2,Vavdstorpen,O
2002415.65373948,8513648.41924134,192,Barknårsfjärden,O
2002749.73785405,8509751.55324036,1,Långsvedjan,O
2003833.01846777,8510501.81901726,182,Björkfjärd,O
2004041.64471415,8515757.49638744,193,Vedlösaviken,O
2004459.49471364,8508100.53491231,52,Öne,O
2004822.07754552,8513306.94327535,3,Gudinge,O
2005040.4020227,8512860.40063398,192,Luckaviken,O
2005261.8857912,8514511.61890615,52,Hansboudden,O
2004619.72169139,8509582.12443382,182,Liss-Hållsjön,O
2006275.90057502,8509644.66457315,182,Västersjön,O
2006890.57048528,8509007.38332131,2,Flottskär,O
2008154.5550453,8514754.55932503,196,Gudingefjärden,O
1998617.34324103,8519646.08829978,1,Sandbron,O
1998452.39009351,8516780.54399051,182,Käringsjön,O
2000291.90313698,8517046.67366962,52,Kråkmar,O
2000877.14907244,8515765.2713332,1,Norrbo,O
2001265.08613995,8520448.33245219,1,Verkbron,O
2000575.7422876,8518232.33000273,182,Gubbenshöllsjön,O
2001430.35932696,8521449.91440085,182,Storfjärden,O
2003403.89237373,8517488.51424099,3,Storsten,O
2002735.5265415,8522016.32330574,1,Sladaskären,O
2003008.92458951,8524067.75350725,2,Harvikarna,O
2003521.05414252,8521452.16594793,3,Klungsten,O
2004808.99837809,8518367.33048142,182,Prästbäcken,O
2004894.18188032,8519701.30144564,52,Gäddalen,O
2004683.48288393,8520888.24792222,192,Draget,O
2005191.65054132,8523495.89547369,1,Granskär,O
2005229.82742597,8517973.32662187,182,Dalarna,O
2004883.21239464,8520103.4723516,52,Svartbådan,O
2005595.60905115,8523921.42479155,1,Nyhamn,O
2005769.95949406,8521885.81334609,52,Klubben,O
2006076.49080708,8521260.75307671,52,Ersberget,O
2006988.18048465,8519236.55642541,52,Långgryndan,O
2007200.77171346,8516281.91890633,52,Asken,O
2007480.98799994,8518693.66124202,52,Storgryndan,O
2007766.37227825,8516997.96344807,52,Buskören,O
2008198.36918275,8523369.14951384,52,Skottören,O
2003409.84383241,8533174.73122232,52,Måsörarna,O
1997372.9411174,8533430.11334942,3,Romsmaren,O
1997069.02789843,8534045.21839632,182,Romsmaren,O
2002184.42020949,8534387.7442797,1,Rödhäll,O
1995543.38748107,8534810.14901109,3,Fågelsundet,O
1996433.35736266,8535385.27759865,192,Fågelsundet,O
2000614.82856396,8535407.10274499,52,Marören,O
1996438.15608045,8536710.71107025,53,Fågeln,O
1999204.03554203,8536594.61343777,52,Turmansören,O
1997773.58873902,8536997.79649893,52,Långören,O
2000758.73994924,8537129.97070369,52,Brita-Stina,O
1996322.10275391,8538985.42876034,52,Klubbarna,O
2001867.25245578,8538906.4858756,52,Truthällen,O
1999064.78532069,8539079.31332336,52,Källen,O
1997443.98799549,8539836.81050653,52,Klövstenarna,O
1998890.410749,8540501.70838671,52,Länsman,O
2001968.13591602,8540498.00819185,52,Österhällarna,O
1996772.11801319,8541424.60575041,52,Tågstumparna,O
1995133.49808247,8541562.4584039,52,Stenarna,O
1994018.53474482,8541869.47350552,52,Känningen,O
2001967.10921816,8542583.73631124,52,Lasse,O
1998599.28683922,8542989.3313144,52,Västerskian,O
2002347.67163716,8543234.60293389,72,Björn,O
2000675.95719154,8543824.05521886,52,Storbleckan,O
1995201.44273902,8508663.88533794,1,Haget,O
1993101.0044246,8508919.68967968,1,Snabben,O
1997639.07079324,8509337.39329088,52,Djupängen,O
1996760.01071218,8510176.62223241,2,Åddebo,O
1994563.59272536,8510606.70596378,2,Barknåre,O
1996298.09648484,8511557.34146429,52,Ruddmossen,O
1992588.2491506,8511763.72252259,2,Skattgårdarna,O
1992962.97965721,8513137.64900696,3,Åsmundbo,O
1993420.86045673,8513726.94175225,3,Kvarnbo,O
1994977.40833338,8513670.23068363,2,Pålsbo,O
1997408.51052103,8514103.69718735,182,Hällefjärd,O
1995305.45877253,8514459.09892065,2,Kårbo,O
1995358.32142115,8515731.16519691,52,Glon,O
1992774.50439466,8516205.21437861,1,Knöding,O
1994930.16663438,8516603.99116224,82,Sladaån,O
1992776.33774277,8517810.71624944,1,Hagalund,O
1993561.41922693,8519760.68976073,3,Hjälmunge,O
1996714.57326782,8519985.74563261,1,Sörgården,O
1995740.49041004,8520486.38744803,1,Sladaberg,O
1993164.12918608,8520806.92392586,1,Eldbo,O
1997727.46312217,8520763.29998704,3,Slada,O
1995362.97478587,8521427.25722768,1,Norrängen,O
1996500.84153925,8521757.62584635,1,Mosskulla,O
1994432.31117261,8522154.61719142,1,Nybygget,O
1993308.8991118,8523834.52990508,52,Truskesjön,O
1998307.9706994,8524386.7634303,182,Rönnfjärd,O
1997336.16198338,8524677.60704359,1,Bollsbro,O
2003967.39108946,8525431.84150453,2,Enskär,O
1998887.55646074,8525690.38729192,52,Natfjärd,O
1994730.18646295,8526399.21113602,1,Hermansbo,O
2002147.20335811,8526069.39501352,1,Hammarviken,O
2003889.7564883,8526356.58906379,52,Måsörarna,O
1993667.4836057,8527551.98660031,52,Rosbobergen,O
1996023.39885037,8527655.04539535,1,Sörtullen,O
1993081.26215343,8528592.45874825,1,Storboda,O
2000134.03861107,8528386.04215869,52,Österrönningen,O
1998252.4436363,8529172.69590488,3,Hållen,O
2003855.2128912,8528966.27848874,53,Storskäret,O
2000605.50092851,8530582.9793493,1,Sömsviken,O
1995101.59598622,8531044.37390781,182,Storfjärden,O
1997757.41042666,8530898.18474454,1,Nyboda,O
2003636.45788038,8530920.93362543,182,Tomas,O
1998779.83107721,8530976.70167917,1,Axhagen,O
1996575.50309544,8531354.18340594,1,Igelhagen,O
2004754.33481018,8532271.45697831,52,Rönnören,O
1999691.01692998,8532594.32007436,1,Slutmossen,O
1988801.26379487,8504300.79938729,52,Kvarnmossen,O
1988780.75838138,8501376.34823648,52,Sörmossen,O
1988563.6305199,8500831.14748154,182,Rumsjön,O
1989364.2349967,8508323.1504139,1,Ekbo,O
1989253.75697398,8506992.0121839,52,Griggeboträsket,O
1989341.43267803,8505412.11137642,3,Griggebo,O
1991369.4069625,8503194.02832198,52,Harkranken,O
1991093.40072086,8507742.20629339,52,Gammelsörsjön,O
1992713.22204022,8503893.31481343,52,Suggmossen,O
1993735.1710719,8501983.53793059,2,Kärven,O
1993310.13724761,8505734.84385641,1,Bodatorp,O
1993493.29252755,8503323.27891637,1,Fallen,O
1995033.08949782,8507208.88289227,52,Insjön,O
1994448.50460841,8502900.58601154,52,Alvarssvedd,O
1995216.9083245,8506915.04333692,1,Konradslund,O
1996484.76821397,8507675.90214347,2,Böle,O
1996213.92318535,8505807.95826745,1,Nykolningen,O
1997983.0219687,8502243.60760226,82,Vallboån,O
1997270.81141422,8501444.9828531,1,Önsbosäter,O
1998616.56962263,8507229.69322062,3,Vavd,O
1999386.1644544,8502513.95744517,2,Önsbo,O
1999507.25716527,8505857.72192211,1,Melängen,O
2000582.32147512,8503257.13469288,52,Hällan,O
2001606.59732369,8505600.62525359,2,Malen,O
2001821.05212401,8500625.29497841,52,Bredmossen,O
2003656.04501833,8507192.60973561,2,Lissbo,O
2003889.50839253,8505020.85151691,52,Holmfjärden,O
1993103.65909921,8485964.21101702,75,Stjärnbo,O
1989054.02328446,8487022.05700707,1,Brännbäcken,O
1989497.71865843,8487807.09132716,52,Stormyren,O
1988424.72317904,8488756.72005263,2,Västerbacken,O
1986992.13623515,8490803.75715918,52,Upplandsleden,O
1991067.05980105,8491113.15112066,4,Lövstabruk,O
1988385.58704249,8492772.66260283,2,Hällbo,O
1991856.96908227,8492897.69059484,82,Risforsån,O
1987122.18617747,8493305.57024516,2,Spjutbo,O
1993616.78515996,8493768.84202653,52,Björkholmen,O
1991692.0093723,8494648.14354056,2,Långbron,O
1994560.11093664,8494635.57293004,82,Gammelån,O
1992596.60510607,8495060.82289482,52,Klockarmossen,O
1991525.91820615,8496566.42816732,1,Tillfället,O
1993046.2897899,8496831.65702705,1,Nöttö,O
1990660.97567009,8497933.70099728,52,Gökshaga,O
1987391.8505468,8498427.30050439,75,Piparbo,O
1993280.08755116,8498368.83337213,1,Lill-Kärven,O
1989491.08424287,8498796.82451347,182,Landholmssjön,O
1991209.03686047,8499999.52044035,52,Uttersmyren,O
1989414.75707467,8519730.9772337,18,Hållnäs,O
1991483.86954524,8519806.90884713,1,Högvret,O
1989034.88878509,8520461.99561295,3,Edvalla,O
1984723.46424586,8521167.30143196,2,Ängvreta,O
1991812.84209401,8520975.24837721,1,Enbo,O
1985136.55753147,8521782.88782498,1,Östervreta,O
1986450.63858328,8521522.59246958,1,Korsbacken,O
1989136.02742409,8522588.84330292,52,Ruddmossen,O
1986135.92167983,8522887.74699631,2,Lugnet,O
1990876.03605249,8522774.78106961,1,Sandvad,O
1989344.53776148,8523096.08275797,52,Sjögrindsmossen,O
1985480.88501864,8524012.65714013,1,Grönhagen,O
1984472.54523301,8524261.78557859,1,Smedstorp,O
1988861.66655022,8524587.58228147,52,Degermossen,O
1987559.27881757,8524758.8934977,182,Degertrusket,O
1991243.82773537,8525396.90091168,1,Gammelkolningen,O
1987189.48878264,8525704.51517649,182,Lissglo,O
1985332.97711742,8525809.62820274,3,Sikhjälma,O
1992037.56401609,8527061.58362307,52,Bosundsmossen,O
1987908.43324563,8527610.75096431,182,Själsjön,O
1985844.925764,8527794.94143976,52,Degerängen,O
1990746.12401074,8527832.72272858,182,Fräkensjön,O
1988107.01010046,8529160.65402385,52,Sprättmossen,O
1985994.44981751,8531417.07134644,52,Korsudden,O
1988951.48221072,8531789.87440088,192,Immarviken,O
1991499.01743567,8531861.70526254,2,Rossholm,O
1990879.53619555,8533396.00456989,52,Norrskaten,O
1977599.92880457,8510785.14567787,3,Sund,O
1978775.79921917,8518249.94740932,52,Insjön,O
1979457.72123356,8513625.77565635,52,Källmyren,O
1981108.63479319,8515141.24433997,52,Kvarnmossen,O
1981378.64738278,8519370.24033326,1,Nymdbacken,O
1981232.64762856,8517366.63399864,1,Solbotorpet,O
1983304.08772161,8519474.35976367,3,Julö,O
1985548.10511072,8519715.56551134,2,Lingnåre,O
1985982.864006,8518992.2448774,1,Kaggbacken,O
1986687.83811114,8511622.66211909,52,Prästbodarna,O
1987080.67770556,8516248.55602556,52,Svalvik,O
1986595.74987895,8508890.62816246,1,Norrfinnbo,O
1988591.5345468,8518929.97510853,3,Lönnö,O
1988743.51648173,8515891.89578968,52,Lönnömossarna,O
1988908.29013837,8509923.09770715,1,Segerbo,O
1989374.61789723,8510296.27883378,2,Skållbo,O
1990959.2019621,8511497.31894989,1,Långmossen,O
1991783.43954031,8514841.41399272,52,Foma,O
1991739.71869183,8510487.89294655,52,Granklo,O
1991742.87183491,8512727.30868515,1,Torphaga,O
1982059.18829638,8520082.53360145,1,Björnbacka,O
1977707.50135127,8520159.78047684,1,Slåtvreta,O
1980475.11963325,8520184.35338029,1,Bladsätra,O
1979606.67892015,8520959.3765015,3,Edsätra,O
1980044.03291131,8521403.42037751,1,Backen,O
1982692.3995682,8521759.98463303,1,Näsmo,O
1977293.01555311,8523003.23383454,1,Gåsbo,O
1982821.08496706,8523987.83199318,52,Västersjön,O
1981734.38166579,8524792.80067908,1,Tröskvret,O
1983113.63322089,8525062.49884017,82,Sågströmmen,O
1976857.90124498,8525514.8069455,52,Strömaren,O
